"Room","Building","Weekday","Availability","Effective Start Date","Effective End Date","Status","Capacity","Type","Features","Online Room","Hide in Scheduling","Notes"
"MH203","MAIN_HALL","Wednesday","8:00AM-1:15PM","","","Active","20","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Mobile Furniture, Furniture - Seating (mobile tablet arm chair desks w/ under-seat storage), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH203","MAIN_HALL","Wednesday","4:05PM-5:15PM","","","Active","20","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Mobile Furniture, Furniture - Seating (mobile tablet arm chair desks w/ under-seat storage), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH203","MAIN_HALL","Wednesday","8:05PM-10:00PM","","","Active","20","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Mobile Furniture, Furniture - Seating (mobile tablet arm chair desks w/ under-seat storage), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH203","MAIN_HALL","Thursday","8:00AM-1:15PM","","","Active","20","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Mobile Furniture, Furniture - Seating (mobile tablet arm chair desks w/ under-seat storage), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH203","MAIN_HALL","Thursday","2:35PM-2:50PM","","","Active","20","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Mobile Furniture, Furniture - Seating (mobile tablet arm chair desks w/ under-seat storage), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH203","MAIN_HALL","Thursday","4:10PM-10:00PM","","","Active","20","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Mobile Furniture, Furniture - Seating (mobile tablet arm chair desks w/ under-seat storage), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH203","MAIN_HALL","Friday","8:00AM-8:30AM","","","Active","20","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Mobile Furniture, Furniture - Seating (mobile tablet arm chair desks w/ under-seat storage), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH203","MAIN_HALL","Friday","11:20AM-11:40AM","","","Active","20","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Mobile Furniture, Furniture - Seating (mobile tablet arm chair desks w/ under-seat storage), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH203","MAIN_HALL","Friday","2:30PM-10:00PM","","","Active","20","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Mobile Furniture, Furniture - Seating (mobile tablet arm chair desks w/ under-seat storage), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH203","MAIN_HALL","Saturday","8:00AM-10:00PM","","","Active","20","classroom","Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Mobile Furniture, Furniture - Seating (mobile tablet arm chair desks w/ under-seat storage), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Sunday","8:00AM-10:00PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Monday","8:00AM-8:30AM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Monday","9:50AM-10:05AM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Monday","11:25AM-11:40AM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Monday","2:30PM-4:15PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Monday","7:05PM-10:00PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Tuesday","8:00AM-8:30AM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Tuesday","11:20AM-2:50PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Tuesday","5:40PM-10:00PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Wednesday","8:00AM-8:30AM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Wednesday","9:50AM-10:05AM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Wednesday","11:25AM-11:40AM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Wednesday","2:30PM-7:15PM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
"MH204","MAIN_HALL","Thursday","8:00AM-9:30AM","","","Active","20","classroom","Accent Wall, Carpet, Dobbs Ferry Classroom, Furniture - Individual Desks, Furniture - Instructor's Podium, Furniture - Instructor's Table, Furniture - Seating (basic tablet arm chair desks), Furniture - Whiteboard, Receptacles/Power Outlets, Shades/Blinds (basic), Technology - AV technology Space, Technology - Level 2, Technology - Projector (Interactive Touch Technology), Technology - Speakers, Telephone (standard), Thermostat, Unit Ventilator","false","false",""
